sent_id,teks,token_id,token,lemma,upos,xpos,feats,head,deprel,misc,tipe_afiks
train-s379,"Sewaktu masih bekerja pada Nitisemito, Kho Djie Siong banyak menarik informasi rahasia racikan dan strategi dagang Bal Tiga dari M. Karmaen, kawan sekolahnya di HIS Semarang yang juga menantu Nitisemito.",20,dari,dari,ADP,R--,_,21,case,{'MorphInd': '^dari<r>_R--$'},Tidak Berimbuhan
train-s3021,"Pada tahun 2000 Garung Lor sudah menjadi mayoritas perkebunan salak pondoh, hingga kini kemajuan desanya sangat pesat dengan hasil pertanian salak pondoh terbaik se - Sukoharjo.",2,tahun,tahun,NOUN,NSD,{'Number': 'Sing'},7,obl,{'MorphInd': '^tahun<n>_NSD$'},Tidak Berimbuhan
train-s2853,Program pengobatan gratis yang dilaksanakan pemerintah sangat membantu masyaarakat dalam memperoleh pelayanan kesehatan.,13,kesehatan,kesehatan,NOUN,NSD,{'Number': 'Sing'},12,compound,"{'SpaceAfter': 'No', 'MorphInd': '^ke+sehat<n>+an_NSD$'}",Konfiks
train-s2129,Bahkan pada tahun 2003 ia juga sempat menjadi Guest VJ MTV dalam acara MTV Special Ramadhan di GlobalTV.,12,dalam,dalam,ADP,ASP,"{'Degree': 'Pos', 'Number': 'Sing'}",13,case,{'MorphInd': '^dalam<a>_ASP$'},Tidak Berimbuhan
train-s4262,"Usaha - usaha berdarah untuk meredam pergerakan kemerdekaan ini kemudian dikenal oleh orang Belanda sebagai 'aksi kepolisian' (Politionele Actie), atau dikenal oleh orang Indonesia sebagai Agresi Militer.",17,aksi,aksi,NOUN,NSD,{'Number': 'Sing'},11,obl,{'MorphInd': '^aksi<n>_NSD$'},Tidak Berimbuhan
train-s3255,"Bagaimana dengan kaum laki-laki, apakah kalian mau direndam dalam air yang kotor seperti itu?",14,seperti,seperti,ADP,R--,_,11,case,{'MorphInd': '^seperti<r>_R--$'},Tidak Berimbuhan
train-s2211,"Garis ini mengikuti nama biolog Alfred Russel Wallace yang, pada 1858, memperlihatkan bahwa persebaran flora fauna di Sumatera, Kalimantan, Jawa, dan Bali lebih mirip dengan yang ada di daratan Benua Asia. Paparan Sahul adalah lempeng bumi yang bergerak dari Kawasan Australesia (Benua Australia) dan berada di sisi timur Garis Weber.",1,Garis,garis,PROPN,NSD,{'Number': 'Sing'},3,nsubj,{'MorphInd': '^garis<n>_NSD$'},Tidak Berimbuhan
train-s2845,"Dokumen - dokumen yang diajukan Suzuki pada pertemuan yang sama menyarankan bahwa dalam usaha awal diplomatik dengan Uni Soviet, Jepang mengambil pendekatan sebagai berikut: Rusia harus diberi tahu dengan jelas bahwa kemenangannya atas Jerman adalah berkat Jepang, karena kita tetap netral, dan Soviet akan diuntungkan bila membantu Jepang mempertahankan posisinya di dunia internasional, karena musuh mereka di masa depan adalah Amerika Serikat.",44,netral,netral,ADJ,ASP,"{'Degree': 'Pos', 'Number': 'Sing'}",29,amod,"{'SpaceAfter': 'No', 'MorphInd': '^netral<a>_ASP$'}",Tidak Berimbuhan
train-s2396,"Ia berkata kepada Laban: ``Apakah kesalahanku, apakah dosaku, maka engkau memburu aku sehebat itu?",11,dosaku,dosa,NOUN,NSD+PS1,"{'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '1'}",10,conj,"{'SpaceAfter': 'No', 'MorphInd': '^dosa<n>_NSD+aku<p>_PS1$'}",Tidak Berimbuhan
train-s65,"Karangsari adalah kelurahan yang berada di kecamatan Neglasari, Kota Tangerang, Banten, Indonesia.",8,Neglasari,neglasari,PROPN,X--,_,7,flat,"{'SpaceAfter': 'No', 'MorphInd': '^neglasari<x>_X--$'}",Tidak Berimbuhan
train-s3654,"Akhirnya pada tanggal 3 Maret 2013 Pasangan Cagub - Cawagub nomor 4 Aher - Demiz ditetapkan menjadi pemenangan Pilgub Jabar dan akan memimpin Jabar selama periode 2013 - 2018, pasangan ini meraih 6.515. 313 suara atau sekitar 32 persen dari suara sah dari 26 Kabupaten / Kota di Jawa Barat.",50,di,di,ADP,R--,_,51,case,{'MorphInd': '^di<r>_R--$'},Tidak Berimbuhan
train-s3529,Pulau Bouvet ditemukan pada 1 Januari 1739 oleh Jean - Baptiste Charles Bouvet de Lozier yang memimpin kapal Perancis Aigle dan Marie.,2,Bouvet,bouvet,PROPN,X--,_,1,flat,{'MorphInd': '^bouvet<x>_X--$'},Tidak Berimbuhan
train-s2090,"Romulan adalah alien dalam dunia fiksional Star Trek. Romulan pertama kali muncul di seri - seri Star Trek episode ""Balance of Terror"".",24,Terror,terror,PROPN,X--,_,23,flat,"{'SpaceAfter': 'No', 'MorphInd': '^terror<x>_X--$'}",Tidak Berimbuhan
